participant_id,session,attempt,genuine,timestamp,force_0,force_1,force_2,hold_0,hold_1,hold_2,gap_0,gap_1,voice_0,voice_1,voice_2,gap_dist_0,gap_dist_1,baseline_noise,mean_distance,S_M,S_V,S_G,S_U,decision
P06,99,0,False,1736915340,144,621,297,374,656,299,684,250,7,4,3,34,20,16,304,40,100,38,54,REJECT
P06,99,0,False,1736917140,144,677,261,50,415,50,523,312,7,4,3,119,61,9,303,41,100,28,56,REJECT
P06,99,0,False,1736915220,36,652,224,172,248,504,719,309,7,0,6,46,122,17,241,37,33,31,37,REJECT
P06,99,0,False,1736914920,115,657,222,461,315,243,376,429,4,4,3,86,42,13,286,48,66,65,86,REJECT
P06,99,0,False,1736910540,91,596,493,213,399,164,535,130,0,2,6,80,61,27,156,60,66,45,56,ACCEPT
P06,99,0,False,1736914620,115,471,512,345,181,369,508,100,5,2,6,40,37,7,204,37,100,53,53,REJECT
P06,99,0,False,1736914860,98,555,415,425,356,361,442,102,5,4,6,110,67,26,180,53,66,50,97,ACCEPT
P06,99,0,False,1736911260,77,591,405,350,466,275,540,194,5,2,6,36,161,21,203,71,100,47,54,ACCEPT
P06,99,0,False,1736914080,145,550,432,202,294,414,532,250,7,2,7,44,72,15,149,79,33,76,47,REJECT
P06,99,0,False,1736915580,143,553,404,202,335,194,527,436,8,6,6,104,32,23,150,58,66,27,92,REJECT
P06,99,0,False,1736911860,177,574,421,245,432,165,576,362,8,7,6,80,95,17,137,63,100,45,67,ACCEPT
P06,99,0,False,1736911200,104,588,352,430,617,326,330,591,8,7,6,25,92,32,122,32,100,23,46,REJECT
P06,99,0,False,1736913540,118,462,385,486,359,379,610,214,0,7,6,56,28,20,164,44,66,42,75,REJECT
P06,99,0,False,1736912880,151,528,329,112,548,329,739,257,3,3,1,50,20,30,133,63,0,32,60,REJECT
P07,99,0,False,1736912040,155,592,330,156,414,62,808,590,4,4,0,77,79,43,212,18,33,60,86,REJECT
P07,99,0,False,1736917080,102,636,397,50,451,469,746,100,8,0,0,0,75,33,213,18,100,38,88,REJECT
P07,99,0,False,1736914860,110,600,212,328,387,285,637,366,3,0,0,36,29,36,214,69,66,27,90,REJECT
P07,99,0,False,1736915280,12,669,344,504,731,202,472,247,8,1,0,48,20,40,227,23,66,33,79,REJECT
P07,99,0,False,1736914260,87,603,228,309,570,424,208,146,8,0,6,27,30,30,212,29,66,22,86,REJECT
P07,99,0,False,1736911680,117,587,431,93,226,201,637,223,5,2,6,20,112,34,209,59,100,37,47,REJECT
P07,99,0,False,1736915220,124,473,440,50,283,379,421,366,8,2,0,78,94,17,150,48,33,26,48,REJECT
P07,99,0,False,1736912460,115,541,396,282,495,190,674,133,5,2,3,20,94,24,176,59,66,46,92,ACCEPT
P07,99,0,False,1736916420,171,581,376,50,264,378,452,100,5,2,5,36,41,20,170,42,66,63,79,REJECT
P07,99,0,False,1736915880,104,576,361,50,327,50,756,316,5,5,6,52,91,19,150,38,66,44,48,REJECT
P07,99,0,False,1736915940,108,646,305,586,120,346,426,164,4,3,4,45,89,16,279,24,66,50,95,REJECT
P07,99,0,False,1736910420,79,610,293,179,439,146,620,576,3,3,4,50,93,9,281,44,66,57,90,REJECT
P07,99,0,False,1736911740,132,575,400,125,255,148,423,228,6,3,7,58,60,16,257,46,66,66,60,REJECT
P07,99,0,False,1736916300,79,612,383,175,529,124,495,138,6,3,4,74,47,14,262,58,100,69,68,ACCEPT
P07,99,0,False,1736910240,98,618,381,500,349,323,513,225,6,4,4,24,67,25,288,46,66,40,75,REJECT
P08,99,0,False,1736916180,118,682,327,50,545,227,527,169,6,3,4,100,69,18,270,60,100,27,83,REJECT
P08,99,0,False,1736912400,45,604,381,262,509,217,619,606,6,3,4,52,25,24,280,47,100,66,92,REJECT
P08,99,0,False,1736913060,50,635,390,161,666,254,645,570,7,3,4,84,42,25,282,47,66,53,88,REJECT
P08,99,0,False,1736912040,74,574,408,432,817,237,663,179,1,3,4,20,64,26,254,26,66,40,56,REJECT
P08,99,0,False,1736910480,137,674,307,50,576,270,535,518,6,6,4,26,20,21,300,56,66,36,56,REJECT
P08,99,0,False,1736911620,153,549,283,140,247,560,646,101,7,4,3,61,20,28,280,33,100,66,100,REJECT
P08,99,0,False,1736916960,150,534,289,220,564,567,619,100,7,4,7,65,41,19,259,38,66,85,59,REJECT
P08,99,0,False,1736917200,199,602,266,189,467,409,527,265,7,4,3,79,43,18,276,71,100,72,90,ACCEPT
P08,99,0,False,1736914320,66,584,168,309,281,255,674,239,7,2,3,56,52,9,274,51,66,79,86,ACCEPT
P08,99,0,False,1736916720,84,655,242,50,438,161,706,219,7,4,3,33,92,23,300,45,100,24,60,REJECT
P08,99,0,False,1736915460,119,536,442,389,447,99,424,466,8,7,6,82,74,25,133,24,100,60,60,REJECT
P08,99,0,False,1736912400,167,525,318,280,340,447,729,361,8,7,6,68,55,23,157,39,100,85,90,REJECT
P08,99,0,False,1736911620,178,598,414,384,388,532,666,264,4,8,6,56,54,37,148,37,33,66,88,REJECT
P08,99,0,False,1736914980,124,507,419,218,400,351,525,460,8,7,6,131,25,29,134,65,100,15,62,REJECT
P08,99,0,False,1736913780,144,496,295,244,595,412,510,337,8,7,6,25,90,25,148,58,100,24,88,REJECT
